Yorum,Duygu
"Bu fiyata gerçekten mükemmel bir telefon. İlk başta tereddütlerim vardı fakat görüntüsü, ekranı, kamerası, şarjı bence fazla fiyat vermeye gerek yok harika bir telefon",1
"Harika kamera,kasa kalitesi guzel,pil güzel.",1
mükemmel bir telefon herkese tavsiye ederim camera muhteşem,1
"Cihaz beklediğimizden iyi, fotoğraf ve batarya ömrü gayet güzel. Eşdeğer özellikli cihazlar bundan daha pahalı. Tasarımda gayet yerinde.",1
Samsung her modelde olduğu gibi bu modelde de tasarımda çok iyi. bazı özellikleri düşük falan demişler de fiyatına göre. karşılaştırılan markalar xiomi huawei meizu gibi 2.sınıf markalar ne kadar güvenebilirsiniz ki? ayrıca fiyatına göre tipi oldukça zengin duruyor. dünyada 2 tane telefon markası vardır biri Apple diğeri de Samsung.,1
"Arkadaşlar bence fiyatına göre harika bir ürün indirimlerle birlikte tabi,ben 250 tl hediye çekine ek 250 tl sepette indirim vardı o zaman almıştım cihaza gelecek olursak 5000 mah batarya efsane normal kullanımda 2 gün gidiyor ama ne kadar zorlarsan zorla en azından günü çıkarır kamera konusunda bişey diyemicem resim çekmeyi pek sevmem ısınma problemi hiç yok tasarım ve ekranı on numara tft ekran olmasına bakmayın amoled ekrandan çok farkı yok güneşin altında bile video izletiyor 3 gb ram  yetersiz diyen arkadaşlar takmayın bu kadar cihaz gayet hızlı oyun performansı gayet güzel alacak arkadaşlara tavsiye ederim.",1
"plastik olmasının  nedeni  telefon görüşmesini sık yapan biri için baş sar değeri aşırı düşük bu gayet başarılı
(sar=radyasyon değeridir) mi 8 lite  ile kıyaslayınca mi8 daha iyi ama sar değeri  3kat daha yüksek gelecekte doğacak çocuğunuzun ve kendi beyninize zarar vermek  istiyorsanız mi8 tabikide alabilirsiniz vücüt sar değerleri ise 2 telefon neredeyse tam denk kamera çözünürlüğü ise ideal ben kusursuz yakışıklı güzel biriyim diyen 20mb seçsin 
bu nedenle selfie kamerası düşük olmalı 13mb ideal

plastiği ise yumuşak plastik olduğundan elinizden kayma sorunu olmayacaktır bu telefonu almak isteyenler 64gb olanı bekleyin veya 32gb lık olanın fiyatının düşmesini bekleyın dolar kuruna ve telefonun alınma sayısına dıkkat edin yoksa nokia lumia gibi hiç bir yerde bulamayabilirsiniz
",1
öncelikle ekran pls tft diye vazgeçenler  ekran görünümü mükemmel benim diğer telefon  S5 neo süper amoled ekrandan daha net. ayrıca ekran  kasa oranı müthiş  centik güzel yakışmış telefonun görünümü çok güzel. kötü yanı biraz ısınma oluyor. fiyatı telefonun özelliklerine göre uygun   250 tl  özel indirim olması daha uygun oldu ipone da bu özellikteki telefonu  olsa 5 kat fiyata satılır buna fiyatı pahalı diyenler var. Neden maliyetinin 5 katı fiyata satılan  ipone pahalı demiyorsunuz,1
urun cok guzel zamaninda geldi ve hafiza karti hediyesi var cok tesekkurler,1
"Ürün için bu kadar para etmez, ekranı kötü, hafızası yetersiz diyenler oluyor. Ekran yapısı TFTPLS ekrandır, Samsung yeni teknolojisi. Ekran yapı itibari ile parlaktır ve IPS teknolojisi gibidir. Hafıza da herkes için yetebilecek düzeydedir. Bataryası 5000mAh dir. Günlük işlerinizi, oyun, müzik dinleme gibi aktivitelerini tamamen karşılayacaktır. 
Ben arkadaşım için aldım, ilk başta tedirginlik vardı ama teslim alınca çok iyi bir karar verdiğimizi farkettik, herkes çok beğendi.",1
"Exynos islemcileri bilmeyenler eski filan demis ama s636 ayarinda yeni nesil islemcisi var,ekrani gormeden kotuleyenler ips ekranli modellerden bile daha iyi ekrani soyleyeyim,bu batarya ve samsung optimizasyonu zaten rakipsiz yapiyor modeli kisacasi cok duzgun bir model alan pisman olmaz ama plastik kisimlari moral bozacaktir,ayrica çinlileri bu kadar ovmeyin,iyi niyetli olmayan bir toplum",1
daha telefonu satın almadan yorum yapanlara aldanmayın. Telefon 4 gün önce geldi. arka kapak kalitesiz demişler bir kere arkada kapak yok yani kapak açılmıyorki.. cam gibi parlak kaliteli bir malzemeden yapılmış. telefon efsane tavsiye ederim çok memnunuz..,1
ben normalde s8 plus klullanıyorum telefonu baba ma aldım. tabi 1 gün merakımı gidermek için akşama kadar kullandım ekran kalitesi olsun ekran kasa oranı tasarımı zaten batarya ya hiç değinmeyeceğim bile tek kelime ile efsane dediğim gibi s8 plus kullanan biri olarak fiyatına göre çok başarılı buldum.,1
telefonu ben aldim kullaniyorum. alacak arkadaslar ekranin daha telefon milletin eline gecmeden ekran hakkinda olumsuz yorumalr yapildi. ekrani cok guzel ve samsug arayuzu ile daha bir gorsel solen olusmus. kim ne derse desin android arayuzu konusunda samsungun uzerine yok. ben kolay kolay yorum yapmam ama buradaki yorumleri gorunce yorum yapma ihtiyaci duydum. pili.ekran kalitesi.bataryasi.islemcisi.malzeme kalitesi fiyati.arayuzu ile muazzam bir telefon. hele telefon gorusmesinde ses kalitesi inanilmaz. ekran govde orani harika. belki inanmicaksiniz ama kulakligi bile guzel. kulagini hic acitmiyor. 5000 mah batarya cabuk doluyor. PLS TFT inadina harika. esimde mi 8 lite var ekranin arayuz ile uyumu m20 de daha iyi. youtube deneyimi cok iyi. alacak arkadaslar gonul rahatligi ile alabilirler. almak istemeyen telefonu kotulemesin. zaten almayacaksiniz.,1
Fiyatına göre gercekten cok iyi. Beklentilerimi karşıladı ve neden yok dediğim bir özelliği henüz olmadı.,1
Tanıtımlarındaki özellikleri okudum ve heyecanla bekliyorum üstelik fiyat olarak kesinlikle tercih sebebi.,1
"Bu cihazdan iki adet aldım, bu fiyata sunulan özellikler f/p açısından çok başarılı. Cihazın ekran hassasiyeti ve netliği harika. Bataryası bitmek bilmiyor. Kamera düşük ışıkta bile gayet net. İşlemci Samsung'un kendi işlemcisi. Hızında en ufak sorun yaşamadım. Parmak izi okuyucusu hızlı çalışıyor. Rakiplerine göre hediye çeki ile daha da avantajlı artı Samsung marka değeri de var. Yarın satmak istesen babanın oğluna satarsın.  Bence gayet iyi ürün. Düşünmeden alın.",1
telefonu üç gün önde teslim aldim. fiyatina göre iyi bir telefon. güçlü bataryasi oldukca uzun süre kullanim imkânı sunuyor. tavsiye ederim.,1
"Telefon, fiyat performans olarak çok iyi. Hediye çeki kampanyası, özel bir indirim ve hafıza kartı hediyesi ile bence oldukça uyguna geldi. Daha önce Samsung Note serisi kullanan biri olarak söylemeliyim ki çok kibar bir cihaz. Tek elle rahatlıkla kullanılabiliyor. Kamerası yeterli. Benim için önemli olan batarya kapasitesi olduğu için diğer özelliklerine çok takılmıyorum. Nihayetinde telefonun özelliği ne kadar çok ve gelişmiş olursa olsun, bataryası çabuk bitince hiç bir işe yaramıyor. Kamera, işletim sistemi, ekran v.s segmentinin seviyesinde. Ayrıca telefonun SAR değeri oldukça düşük. Çinli markaların SAR değerleri bu cihazın (ve diğer Samsung cihazların) 5 - 6 katı düzeyinde. Bence bu dikkate alınmalı. Ben memnun kaldım. Teşekkür ederim. Alanlara hayırlı olsun.    ",1
"Telefonu bir haftadır kullanıyorum pil mükemmel diyebilirim,  performans da gayet iyi, ekran çözünürlüğü ve telefon çerçevesi yeterli. Ayrıca Samsung tarafından gönderilen hediye 32gb için de ayrıca çok teşekkür ederim. ",1
telefon harika samsung yapıyor ben aldım 10 gün bekledim ama beklemeyedeğdi dah ne olsun ,1
"Ürün tam olarak beklentilerimi karşıladı, ürünü 2 gündür kullanıyorum gayet iyi tavsiye ederim. İlk izlenip olarak güzel bir cihaz tasarımı güzel ve şarjı iyi gidiyor kamera çekimi mi güzel.",1
"Telefon iyi, 32 gb hafıza kartı hediyeli olarak geldi.  teşekkürler.",1
"biçok arkadaş,cihazı görmeden eline bile almadan olumsuz yorum yapmışlar,bunlara itibar etmeyin,cihazı kullanıyorum gayet memnunuz,iki yıl sonra bozulacak çin malı telefonlarla kıyaslamayın.",1
fiyata göre süper,1
Çok iyi 5000 mAh batarya ile 24 saat kadar dayanıklı cihaz gayet çok iyi tavsiye ederim ,1
"cihazı alıp kullanmayan insanlar neden yorum yapar anlamıyorum. bana ön siparişten dolayı çok uygun fiyata geldi.
cihazı 5 gündür kullaniyorum ekranı mükemmel amoled ekran  gibi net görüntü veriyor. batarya yoğun kullanıyorum gece 12  de yatarken yüzde 40 şarj kalıyor. 5000 mah batarya olmasına rağmen çok kalın değil ele tam oturuyor. fotoğraf kalitesi orta segment cihaza göre iyi ama mükemmel değil. hızlı şarj cihazı ile 2 saatde batarya doluyor.",1
verdiğim paraya değdi kaliteli  güzel ürün  ayrıca  samsung evo 32 gb hediye hafıza kartı  gonderdi çok teşekkürler,1
"Ön sipariş ile satın aldım. Uygun fiyatlı ve pil konusunda sizi üzmeyecek bir cihaz arıyorsanız tam size göre. Ekran kalitesi güzel, arka kısım mat değil parlak plastik. Fiyatına göre güzel bir cihaz. Kağıt üstündeki özelliklere göre cihaz seçmediğimden beklentimin üzerinde bir cihaz olduğunu söyleyebilirim.",1
güzel bir telefon uygun uygulamalarda sorun yaşamadan yükleme yapılabiliyor her bütçeye uygun bir üretim yapılmış şuan için çok memnunum ,1
Fiyat performans bakımından güzel bir telefon.,1
Süper bir ürün hediyeler de harika,1
"Ürün fiyatına göre muazzam, pil gücü performansı çok iyi ",1
"Ne diye çin malı sar değeri ne olduğu belli olmayan telefonlar alıcam. Bu fiyata mis gibi Samsung varken. 5000 mah pil, hızlı şarj kocaman ekran, süper. ",1
Ön sipariş ve Hepsiburada indirimi ile çok uygun fiyata geldi. Fiyatına göre oldukça iyi bir telefon. Birazda Samsung arayüzü nedeni ile tercih ettim.,1
"Urun cok hizli bir sekilde elime ulasti, samsunga ayrica hafiza karti icin tesekkur ediyorum. Fiyatina gore ozellikleri cok iyi, ekrani cok hos radyosu biraz gucsuz geldi. Almak isteyenlere oneririm.",1
Ürün orjinal ve güzel. Samsung Türkiye garantili olması avantaj. Ürünün yanında gönderilen 32 gb hafıza kartı için teşekkürler. Ayrıca bana özel fiyat indirimi için hepsiburada'ya çok teşekkürler. Bu siteden yaptığım alışverişin hiçbirinde sorun yaşamadım. Ürün bana çok uygun fiyata geldiği için avantajlıyım. Kargo ve teslimat belirtilen günden bir gün önce geldi.,1
"Telefonu ön sipariş kampanyasıya aldım. Kısacası İşlemci gücüne ve ekstra Ram'e ihtiyaç duymayacaksanız kesinlikle öneririm. Yani amacınız ben Pubg oynayacağım yanda youtube izleyeceğim falan değil de geniş ekrandan güzel video izlerim şarjım günü rahat rahat çıkarsın haber okur webde gezerim çok yormayan oyunlar oynarımsa çekinmeden alın. Ekran genişliğinden de renginden de memnunum.  TFT nasıl olur diye kafanızı yormayın ekranı gayet canlı ve yeterli ben olumsuz bir yanını görmedim. Bu telefon giriş seviyesi bir telefon ve sınıfına göre oldukça başarılı...  

Kampanyaları kacırmayın o zaman fiyat performans olarak oldukça verimli bir alete dönüşüyor :)",1
fiyatına göre çok iyi 2 günde pili bitmiyor gerçi kullanıma göre değişir ama başarılı bir model,1
Başta hepsiburda ya çok teşekkür ederim ürün fiyatı ve kalitesi paketlemesi beş yıldız on numara,1
samsung turkiyeye hediye gonderdigi hafiza karti icin ayrica tsk. ediyorum. hepsiburadaya yaptigi ekstra indirim icin ayrica tsk. ediyorum. telefon bu segmente en iyi olanlardan biri diyebilirim. hizi iyi.. kamerasida gayet guzel ve hizli cekim yapiyor. odaklanmasi guzel.. en kral telefonda alsak maks. 2 ve 3 yil icinde degistiriyoruz. bu gayet yeterli..,1
çok güzel bir telefon.  satıcıya çok teşekkür ederim 32 gb hafıza kartı da hediye olarak gönderdi.,1
"Telefon çok güzel, denilenin aksine malzeme kaliteli. Telefon gerçekten şık. Ablama aldık çok beğendi herkes. Fiyat performans telefonu. Ekran çok net ve güzel görüntü veriyor. Kamera 7000 tl Lik telefonlar kadar değil tabi ama gayet güzel. Telefon takılma donma yapmıyor. Pupg gayet güzel kasmadan oynatıyor.  Ayrıca 5000 mah pil hangi telde var.  Sarjı muazzam gidiyor. Ayrıca çok hızlı doluyor. ",1
"Fiyat performans açısından mükemmel telefon bu fiyata daha iyisini bulamazsınız, fazla düşünmeyin derim.",1
ürün çok şık hızlı kullanışlı ses mükemmel  kargo hızlı hepsiburada ya teşekkürler,1
Ürünü beğendim. teşekkürler Samsung ve hepsiburada,1
TELEFON DÜN ELİME GEÇTİ KAMPANYA FİYATIYLA UYGUNA GELDİ HEPSİBURADAYA TEŞEKKÜRLER,1
samsung bu modelde çentik kullanmış bence iyi yapmış çokta güzel olmuş telefon bi harika batarya performansı süper ekran muhteşem hızı iyi kullanımı rahat samsung ekranı iyi kullanmış 6.3 ekran ama büyük kaba değil samsung shopa hediye içinde teşekkür ediyorum,1
"Cihaz beklentilerimiz çok çok üstünde çıktı. Ekran tft diye laf edenlere bakmayın şahane bir ekranı var. S7 den geçtim bu cihaza ve hiç de pişman değilim. Parasını hakkını veren bir cihaz. Bu arada telefon geldiğinde şarjı %52 idi, %42 e düşene kadar kurulum yaptım kurcaladım ve verdiği ekran süresi 1 saat 15 dk idi. %10 pile 1 saat 15 dk pil süresi açıkçası bu makineyi seçerken ne kadar doğru bir tercih yaptığımı bana kanıtladı. ",1
Fiyat avantajı ile çok ucuza geldi özelliklerinden ben memnunum firmaya teşekkür ederim,1
"ürünü ön siparişten aldığımda sevk 05 Mart, teslimat 06 Mart yazıyordu fakat bugün 05 Mart'ta teslim aldım, yanında da 32gb hafıza kartı hediyesi vardı.. ürünü alırken zaten 250TL hediye çeki ve 250TL de özel indirim yapmışlardı, bir de hafıza kartı hediyesi ile iyice ihya ettiler; Samsung'a teşekkür ederim.. umarım telefon da bizi ihya eder..",1
Cihazı bugün teslim ettiler. Ekran kalitesi çok iyi. Daha henüz çok inceleme fırsatım olmadı ama gerçekten çok estetik duruyor. İçerisinden orijinal Samsung 32 GB hafıza kartı hediye olarak geldi. Samsung’a ve Hepsiburada ya teşekkürler. Umarım bu yeni nesil cihazdan memnun kalırım.,1
Hediye çeki ile makul bir fiyata geliyor bence ekranı ve bataryası ön planda olan bu model beni tatmin etti tavsiye ederim. Ayrıca yanında gelen 32GB hafiza kartı'da güzel bir hediye. Teslimat biraz geç yapıldı ama beklememe değdi.,1
Ürün parasına göre gerçekten mükemmel. Bu paraya alınacak en iyi telefon.,1
Daha telefonu kullanmadan yapılan yorumlar anlamsız..telefonum geldi ve beklediğimden daha iyi çıktı. ekran çok canlı ışıkları oldukça yeterli.. kamerası çok ıyı on kamera genıs acı arka kamerada extra geniş açılı.. herzamanki gibi samsung kalitesi.,1
"ürün bugün teslim edildi. genel anlamıyla güzel. gecikmeden dolayı hafıza kartı hediye edildi. sepette 250lira indirim artı 250lira hediye çekiyle aldım. bu fiyata alınanilecek telefonların en iyisi diyebilirim.
teşekkürler hepsiburada",1
Ön sipariş ile mavi rengini aldım. Günlük ihtiyaçlarınızı karşılayacak özelliklere sahip bir telefon. Bu fiyatta bir telefondan üst serilerdeki özellikleri beklemek doğru değil. Bu fiyat aralığındaki ithalatçı garantili telefonları almak garanti süreciyle ilgili riskleri göze almanızı gerektirir. Kasası plastik ama şık görünüyor. Batarya gücü yüksek ve beklentimi karşılıyor. TFT ekran olduğu için amoled ekranlar kadar parlak değil. Ön kamera flaşı bildiğimiz çakan flaşlardan değil. Ekran rengini krem rengine dönüştürüp parlaklığı ani yükselterek flaş efekti yapıyor. Ancak sonuç gayet tatmin edici. Oyun oynamadığım oyun performansını değerlendiremiyorum. Başta da belirttiğim gibi bu fiyata üst seviye özellik beklemek ya da ithalatçı garantili telefonlarla kıyaslamak doğru değil. Özetle telefondan memnunum.,1
ben çok  beğendim tavsiye ederim,1
"Merhabalar,
Telefonda 10 saat ekran süresi aldım günde 3 saat ekran kullanan birisi olarak bana bataryası 3 gün gidecektir.
2 saatte bataryasını tam doldurduğuna göre günlük 40 dakikalık şarj ile tam gün idare edilebilir.
Kamerasını ben çok beğendim özellikle geniş açılı ikinci kamera çok işe yarayacak gibi duruyor.
Boyut ve ağırlık olarak bana biraz fazla geldi ama artık her telefon bu boyutlarda hemen hemen.
Oyun oynamayan biriyim dolayısıyla tüm özellikleri bana fazlasıyla yeterli yok işlemcisi şuymuş buymuş beni ilgilendirmiyor her işimi takılmadan gayet hızlı yapıyor.
Parmak izi sensörü ve yüz tanıma özelliği gayet başarılı çalışıyor.
Ekran kalitesi,çözünürlüğü ve parlaklığı muazzama yakın,Ekran yansıtma özelliği hızlı ve stabil.
Kutudan kulaklık ve hızlı şarj adaptörü çıkıyor.
Kısacası ben beğendim tavsiye ederim.",1
Ürünü bugün teslim aldım.fiyatına göre kendi segmentinin bence en iyisi.zarif güzel hafif bir telefon.kargo geç çıktığı için satıcı hediye olarak 32 gb hafıza kartıda gönderdi.bence gayet güzel bir alışveriş oldu teşekkür ederim,1
telefonun en iyi yönü ise 5000mh batarya ve artirilabilir hafiza 512GB  cok iyi,1
Telefonu yeni actim görünüş mükemmel. Hiç ısınma hissetmedim. Sanki biraz daha hızlı olmalıydı. Ekran mükemmel. Kamera aşırı bir beklentisi olmayan biri için iyi. Hediye 32 gb sd kart ile birlikte gayet güzel paketlenmiş bir biçimde elime ulaştı. Asıl önemlisi bir kaç kampanya ile birleştirip piyasanın çok çok altinda fiyat ödemiş olmam  ; ) tavsiye ederim. Teşekkürler HB.,1
Bu fiyat aralığı için gayet makul bir ürün Çin teknolojisi almak yerine Kore tercih edilebilir. Xiaomi kullanmış biri olarak rahatlıkla söylüyorum.,1
Telefon harika arkadaşlar batarya muhteşem hiç bitmiyor hafıza kartı hediyesi içinde teşekkürler hepsiburada.com,1
Oldukça Güzel ,1
ön siparişle aldım.siparisim belirtilen teslim tarihinden once elime ulasti ve 1 gundur kullaniyorum.gercekten çok şik ve kullanişli bir cihaz.sarji çok iyi.kamerasindan da mennun kaldik.kasa malzeme kalitesi biraz dusuk olsada  kilifla kullanilacagi icin cokta onemli degil.ekran parlakligi ve cozunurlugu harika.Pubg de yuksek kalite de oynarken kasma donma gibi bir problem yasamadik. kulaklik vasat icinden 32gb hafiza kartida cikti.fiyat ve performans bakimindan 250 tl hediye ceki ile alinabiecek bence en uygun cihaz.Teşekkürler Hepsiburada ve Samsung Türkiye.,1
GM 9 Pro alarak Kronik sorunlarla başınız ağrıması yerine Samsung M20 alın kafanız rahat etsin düşündüm ve almaya karar verdim şarj ve kamera konusunda üzmeyeceğini düşünüyorum ...,1
"Uzun yıllar s seri samsung kullandım, beni gerçekten kullanım bakımından  tatmin ediyor hele oyun oynarken gerçekten zevk veriyor, malzeme KALİTESİ müşteri desteği muhteşem beni hiç üzmedi, yukarıda bazı arkadaşlar Çin mallları ile karşılaştırma yapmışlar sadece gülüyorum, Çin telefonlar malzeme KALİTESİ ve garanti servisleri berbat ötesi, hele bulut destegi olmayan berbat ötesi servisleri, neye destekleri var bir araştırın, öncelikle fiyat degil güvenilirlik önemli unutmayın. Hayırlı alışverişler.",1
Bu paraya gayet uygun,1
"sitesinde yazdığı gibi dolu şarjla 28 saat video,10 dakikalık şarjla 3 saat video izleme diyor doğruysa bu telefon bitmiyor,daha ne isterim ki... fotoğraf ve video da ortalamaysa bedavadan az pahalı......%90 ekran gövde oranı,bundan dolayı normal 5,5 inçlik telefon boyutunda...64 lük hafıza kartı da taktın mı yeter...ful hd ekran daha ne olsun...",1
Satın almadan yorum yazanlara inanmayın. Arkadaşlar teknoloji biliyorlar ama bir telefon nasıl ucuza mal edilir bilmedikleri için şuan ki fiyata göre yorum yapıyorlar. Ve mal edildiği fiyatta rakibi yok,1
Telefon özellikleri çok iyi özellikle işlemci yeni bir işlemci ve batarya kapasitesi devasa ve hızlı şarj özelliği var fakat plastik kapak dayanıksız gibi geliyor tek eksisi bence bu,1
"Harika telefon, tasarım itibariyle de iphone x ve huawei ye ben burdayım hem de bu fiyata diyor! Ufak detaylara takılmayın, çentik tasarımı ile yurtdışında yok sattı, tüm incelemelerde hız ve görsellik olarak da hiç bir sıkıntısı yok. Kamerasının da amiral gemisi bazı telefonlardan üstün olup 13 mp oluşu cabası, düşünmeden alınır... İndirim için de teşekkürler hb ve samsung !",1
Bu paraya mükemmel bir telefon.bazı arkadaşlar ürün hakkında yanlış bilgilendirme yapmışlar.ürünün özelliklerine samsung resmi sitesinden yada yotube incelemelere baksınlar.Ekran olayına gelince ıphone bile xr de lcd ekran kullandı.avantajları var daha fazla pil ömrü demek bu açıdan değerlendirmek gerekir ve çıkmamış bir ürün hakkında bu kadar karalama yapmanın doğru olmadığı düşüncesindeyim.,1
fiyata göre gayet iyi,1
"SAMSUNG KALİTESİYLE HİNDİSTAN DA TÜM STOKLARI DAKİKALAR İÇİNDE BİTİRMİŞ TELEFON...ŞU ANDA HEPSİ BURADA COM DADA DAHA TELEFON GELMEDEN BİLE  EN FAZLA SATAN TELEFON ,  BENCE FİYAT ÖZELLİKLERE GÖRE İYİ...PİL MUHTEŞEM ...BEN ALDIM",1
Mükemmel telefon xioami 5s ve mi note 3 kullandım bu çin telefonlarının 2 sene ömrü var sonra çöp malzeme dıştan kaliteli gibi gözüksede içten bitik ,1
"ya şimdi samsung, xiaomi ve huawei e göre pahalı demişler ama değil ara yüz ve batarya farkı var ve samsung her zaman farkı ortaya koyar telefon türkiyeye geldiği zaman inceleme videolarını izlersiniz 
eğer gerçekten telefondan anlasaydınız bu telefonun fiyat performans açısından alınabilecek en iyi SEÇENEKLERDEN olduğunu anlardınız",1
Bu fiyata bu telefon mükemmel... Sadece Pls Tft teknolojisi biraz can sıkıcı o kadar. 3x şarj ve  5000 mAh bataryası benim için çok seçici özellikler. İnşallah kılıf ve cam koruyucu bulabilirim.,1
eğer sosyal medya bağımlısı iseniz bu telefonu almanızı tavsiye ederim.,1
Telefonu esim icin aldim. Martin ilk haftasinda kargolanacak. Telefon fiyatina gore en alinabilecek urun. Huawei ve xiaomi de paralel olan urunlerden 500 TL daha uygun. Axess de 100 TL cip puan veriyor Hepsiburada ve Satici firmaya bu urun icin yaptiklari kampanyadan dolayi tesekkur ediyorum. Telefon elime ulasincada goruntusu ve kullanim deneyimi hakkindada bilgi verecegim.,1
"herkes takmis kafayi hiz ve kemaraya.. xieomi, huwai ve apple iyi dediginiz telefonlarin radyasyon degerlerine hic baktinizmi? nerde....   para verip kendinizi ileriki yaşlarda oluscak hastalkklara zemin hazirlamayin... samsung en dusuk radyasyon degerlerine sahiptir... hayatta hersey mukemmel olmak zorinda degildir. telefon ozellikleri orta ayardaki bir kişi  icin gayet yeterli seviyede ozelliklere sahip...",1
bence  bu paraya bu telefon süper.samsug kardeşim markası yeter.başka markalarla bir kıyaslamayın. bataryasıyla.ekranı yeter.,1
3 dakika içinde bütün stokları bitirmiş hindistanda gayet başarılı olmuş bataryası 5000 mah ve hızlı şarj var ekranda güzel bana göre fiyatı biraz daha uygun olabilirdi ilerleyen zamanlarda alacam ,1
gercekden bu özellikleriyle alınacak en iyi cihaz fiyatı da hepsiburada kampanyasıyla çok uygun,1
